SPEC,COMMONNAME,SCINAME,SPEC6,CONF6,CONF,SP,Sort Order,Order,Family,Subfamily
YUVI,Yucatan Vireo,Vireo magister,VIRMAG,,,,1374,Passeriformes,Vireonidae,
SCRG,Scrub Greenlet,Hylophilus flavipes,HYLFLA,,*,,1375,Passeriformes,Vireonidae,
TCGR,Tawny-crowned Greenlet,Hylophilus ochraceiceps,HYLOCH,,,,1376,Passeriformes,Vireonidae,
GFGR,Golden-fronted Greenlet,Hylophilus aurantiifrons,HYLAUR,,,,1377,Passeriformes,Vireonidae,
LESG,Lesser Greenlet,Hylophilus decurtatus,HYLDEC,,*,,1378,Passeriformes,Vireonidae,
CSSV,Chestnut-sided Shrike-Vireo,Vireolanius melitophrys,VIRMEL,,,,1379,Passeriformes,Vireonidae,
GRSV,Green Shrike-Vireo,Vireolanius pulchellus,VIRPUL,,,,1380,Passeriformes,Vireonidae,
YBSV,Yellow-browed Shrike-Vireo,Vireolanius eximius,VIREXI,,,,1381,Passeriformes,Vireonidae,
RBPE,Rufous-browed Peppershrike,Cyclarhis gujanensis,CYCGUJ,,,,1382,Passeriformes,Vireonidae,
GRAJ,Gray Jay,Perisoreus canadensis,PERCAN,,*,,1383,Passeriformes,Corvidae,
WTJA,White-throated Jay,Cyanolyca mirabilis,CYAMIR,,,,1384,Passeriformes,Corvidae,
DWJA,Dwarf Jay,Cyanolyca nana,CYANAN,,,,1385,Passeriformes,Corvidae,
BTJA,Black-throated Jay,Cyanolyca pumilo,CYAPUM,,,,1386,Passeriformes,Corvidae,
STHJ,Silvery-throated Jay,Cyanolyca argentigula,CYAARG,,*,,1387,Passeriformes,Corvidae,
AHJA,Azure-hooded Jay,Cyanolyca cucullata,CYACUC,,,,1388,Passeriformes,Corvidae,
BTMJ,Black-throated Magpie-Jay,Calocitta colliei,CALCOL,,,,1389,Passeriformes,Corvidae,
WTMJ,White-throated Magpie-Jay,Calocitta formosa,CALFOR,,,,1390,Passeriformes,Corvidae,
BRJA,Brown Jay,Psilorhinus morio,PSIMOR,,,,1391,Passeriformes,Corvidae,
TUJA,Tufted Jay,Cyanocorax dickeyi,CYADIC,,,,1392,Passeriformes,Corvidae,
BCHJ,Black-chested Jay,Cyanocorax affinis,CYAAFF,,*,,1393,Passeriformes,Corvidae,
GREJ,Green Jay,Cyanocorax yncas,CYAYNC,,*,,1394,Passeriformes,Corvidae,
BCRJ,Bushy-crested Jay,Cyanocorax melanocyaneus,CYAMEL,,*,,1395,Passeriformes,Corvidae,
SBJA,San Blas Jay,Cyanocorax sanblasianus,CYASAN,,,,1396,Passeriformes,Corvidae,
YUJA,Yucatan Jay,Cyanocorax yucatanicus,CYAYUC,,,,1397,Passeriformes,Corvidae,
PBJA,Purplish-backed Jay,Cyanocorax beecheii,CYABEE,,,,1398,Passeriformes,Corvidae,
PIJA,Pinyon Jay,Gymnorhinus cyanocephalus,GYMCYA,,,,1399,Passeriformes,Corvidae,
STJA,Steller's Jay,Cyanocitta stelleri,CYASTE,,,,1400,Passeriformes,Corvidae,
BLJA,Blue Jay,Cyanocitta cristata,CYACRI,,,,1401,Passeriformes,Corvidae,
FLSJ,Florida Scrub-Jay,Aphelocoma coerulescens,APHCOE,,,,1402,Passeriformes,Corvidae,
ISSJ,Island Scrub-Jay,Aphelocoma insularis,APHINS,,,,1403,Passeriformes,Corvidae,
WESJ,Western Scrub-Jay,Aphelocoma californica,APHCAL,,,,1404,Passeriformes,Corvidae,
TRJA,Transvolcanic Jay,Aphelocoma ultramarina,APHULT,,,,1405,Passeriformes,Corvidae,
MEJA,Mexican Jay,Aphelocoma wollweberi,APHWOL,,,,1406,Passeriformes,Corvidae,
UNJA,Unicolored Jay,Aphelocoma unicolor,APHUNI,,,,1407,Passeriformes,Corvidae,
CLNU,Clark's Nutcracker,Nucifraga columbiana,NUCCOL,,,,1408,Passeriformes,Corvidae,
BBMA,Black-billed Magpie,Pica hudsonia,PICHUD,,,,1409,Passeriformes,Corvidae,
YBMA,Yellow-billed Magpie,Pica nuttalli,PIANUT,*,,,1410,Passeriformes,Corvidae,
EUJA,Eurasian Jackdaw,Corvus monedula,CORMON,,,,1411,Passeriformes,Corvidae,
AMCR,American Crow,Corvus brachyrhynchos,CORBRA,,,,1412,Passeriformes,Corvidae,
NOCR,Northwestern Crow,Corvus caurinus,CORCAU,,,,1413,Passeriformes,Corvidae,
PACR,Palm Crow,Corvus palmarum,CORPAL,,,,1414,Passeriformes,Corvidae,
CUCR,Cuban Crow,Corvus nasicus,CORNAS,,,,1415,Passeriformes,Corvidae,
WNCR,White-necked Crow,Corvus leucognaphalus,CORLEU,,,,1416,Passeriformes,Corvidae,
JACR,Jamaican Crow,Corvus jamaicensis,CORJAM,,,,1417,Passeriformes,Corvidae,
TACR,Tamaulipas Crow,Corvus imparatus,CORIMP,,,,1418,Passeriformes,Corvidae,
SICR,Sinaloa Crow,Corvus sinaloae,CORSIN,,,,1419,Passeriformes,Corvidae,
FICR,Fish Crow,Corvus ossifragus,COROSS,,,,1420,Passeriformes,Corvidae,
HCRO,Hawaiian Crow,Corvus hawaiiensis,CORHAW,,*,,1421,Passeriformes,Corvidae,
UNCR,Unidentified Crow,Corvus (sp),CORSPE,,,+,1422,Passeriformes,Corvidae,
CHRA,Chihuahuan Raven,Corvus cryptoleucus,CORCRY,,,,1423,Passeriformes,Corvidae,
CORA,Common Raven,Corvus corax,CORCOR,,,,1424,Passeriformes,Corvidae,
KAEL,Kauai Elepaio,Chasiempis sclateri,CHASCL,,,,1425,Passeriformes,Monarchidae,
OAEL,Oahu Elepaio,Chasiempis ibidis,CHAIBI,,,,1426,Passeriformes,Monarchidae,
HAEL,Hawaii Elepaio,Chasiempis sandwichensis,CHASAN,,,,1427,Passeriformes,Monarchidae,
SKLA,Sky Lark,Alauda arvensis,ALAARV,,,,1428,Passeriformes,Alaudidae,
HOLA,Horned Lark,Eremophila alpestris,EREALP,,,,1429,Passeriformes,Alaudidae,
PUMA,Purple Martin,Progne subis,PROSUB,,,,1430,Passeriformes,Hirundinidae,Hirundininae
CUMA,Cuban Martin,Progne cryptoleuca,PROCRY,,,,1431,Passeriformes,Hirundinidae,Hirundininae
CAMA,Caribbean Martin,Progne dominicensis,PRODOM,,,,1432,Passeriformes,Hirundinidae,Hirundininae
SIMA,Sinaloa Martin,Progne sinaloae,PROSIN,,,,1433,Passeriformes,Hirundinidae,Hirundininae
GYBM,Gray-breasted Martin,Progne chalybea,PROCHA,,*,,1434,Passeriformes,Hirundinidae,Hirundininae
SOMA,Southern Martin,Progne elegans,PROELE,,,,1435,Passeriformes,Hirundinidae,Hirundininae
BCMA,Brown-chested Martin,Progne tapera,PROTAP,,,,1436,Passeriformes,Hirundinidae,Hirundininae
TRES,Tree Swallow,Tachycineta bicolor,TACBIC,,*,,1437,Passeriformes,Hirundinidae,Hirundininae
MANS,Mangrove Swallow,Tachycineta albilinea,TACALB,,*,,1438,Passeriformes,Hirundinidae,Hirundininae
GOSW,Golden Swallow,Tachycineta euchrysea,TACEUC,,,,1439,Passeriformes,Hirundinidae,Hirundininae
VGSW,Violet-green Swallow,Tachycineta thalassina,TACTHA,,,,1440,Passeriformes,Hirundinidae,Hirundininae
BAHS,Bahama Swallow,Tachycineta cyaneoviridis,TACCYA,,*,,1441,Passeriformes,Hirundinidae,Hirundininae
BAWS,Blue-and-white Swallow,Pygochelidon cyanoleuca,PYGCYA,,,,1442,Passeriformes,Hirundinidae,Hirundininae
BCSW,Black-capped Swallow,Notiochelidon pileata,NOTPIL,,,,1443,Passeriformes,Hirundinidae,Hirundininae
WTGS,White-thighed Swallow,Neochelidon tibialis,NEOTIB,,*,,1444,Passeriformes,Hirundinidae,Hirundininae
NRWS,Northern Rough-winged Swallow,Stelgidopteryx serripennis,STESER,,,,1445,Passeriformes,Hirundinidae,Hirundininae
SRWS,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,STERUF,,,,1446,Passeriformes,Hirundinidae,Hirundininae
BANS,Bank Swallow,Riparia riparia,RIPRIP,,*,,1447,Passeriformes,Hirundinidae,Hirundininae
CLSW,Cliff Swallow,Petrochelidon pyrrhonota,PETPYR,,,,1448,Passeriformes,Hirundinidae,Hirundininae
CASW,Cave Swallow,Petrochelidon fulva,PETFUL,,,,1449,Passeriformes,Hirundinidae,Hirundininae
BARS,Barn Swallow,Hirundo rustica,HIRRUS,,*,,1450,Passeriformes,Hirundinidae,Hirundininae
COHM,Common House-Martin,Delichon urbicum,DELURB,,,,1451,Passeriformes,Hirundinidae,Hirundininae
UNSW,Unidentified Swallow,"Hirundidae (gen, sp)",HIRGSP,,,+,1452,Passeriformes,Hirundinidae,
CACH,Carolina Chickadee,Poecile carolinensis,POECAR,,,,1453,Passeriformes,Paridae,
CBCC,Carolina X Black-c. Chickadee Hybrid,Poecile caroli. x atrica.,POECAA,,*,+,1454,Passeriformes,Paridae,
BCCH,Black-capped Chickadee,Poecile atricapillus,POEATR,,,,1455,Passeriformes,Paridae,
MOCH,Mountain Chickadee,Poecile gambeli,POEGAM,,,,1456,Passeriformes,Paridae,
MECH,Mexican Chickadee,Poecile sclateri,POESCL,,,,1457,Passeriformes,Paridae,
CBCH,Chestnut-backed Chickadee,Poecile rufescens,POERUF,,,,1458,Passeriformes,Paridae,
BOCH,Boreal Chickadee,Poecile hudsonicus,POEHUD,,,,1459,Passeriformes,Paridae,
GHCH,Gray-headed Chickadee,Poecile cinctus,POECIN,,,,1460,Passeriformes,Paridae,
UPCH,Unidentified Poecile Chickadee,Poecile (sp),POESPE,,,+,1461,Passeriformes,Paridae,
BRTI,Bridled Titmouse,Baeolophus wollweberi,BAEWOL,,,,1462,Passeriformes,Paridae,
OATI,Oak Titmouse,Baeolophus inornatus,BAEINO,,,,1463,Passeriformes,Paridae,
JUTI,Juniper Titmouse,Baeolophus ridgwayi,BAERID,,,,1464,Passeriformes,Paridae,
TUTI,Tufted Titmouse,Baeolophus bicolor,BAEBIC,,,,1465,Passeriformes,Paridae,
BCTI,Black-crested Titmouse,Baeolophus atricristatus,BAEATR,,,,1466,Passeriformes,Paridae,
VERD,Verdin,Auriparus flaviceps,AURFLA,,,,1467,Passeriformes,Remizidae,
BUSH,Bushtit,Psaltriparus minimus,PSAMIN,,,,1468,Passeriformes,Aegithalidae,
RBNU,Red-breasted Nuthatch,Sitta canadensis,SITCAN,,,,1469,Passeriformes,Sittidae,Sittinae
WBNU,White-breasted Nuthatch,Sitta carolinensis,SITCAR,,,,1470,Passeriformes,Sittidae,Sittinae
PYNU,Pygmy Nuthatch,Sitta pygmaea,SITPYG,,,,1471,Passeriformes,Sittidae,Sittinae
BHNU,Brown-headed Nuthatch,Sitta pusilla,SITPUS,,,,1472,Passeriformes,Sittidae,Sittinae
BRCR,Brown Creeper,Certhia americana,CERAME,,,,1473,Passeriformes,Certhiidae,Certhiinae
ROWR,Rock Wren,Salpinctes obsoletus,SALOBS,,,,1474,Passeriformes,Troglodytidae,
NIWR,Nightingale Wren,Microcerculus philomela,MICPHI,,,,1475,Passeriformes,Troglodytidae,
SCBW,Scaly-breasted Wren,Microcerculus marginatus,MICMAR,,*,,1476,Passeriformes,Troglodytidae,
CANW,Canyon Wren,Catherpes mexicanus,CAPMEX,*,*,,1477,Passeriformes,Troglodytidae,
SUWR,Sumichrast's Wren,Hylorchilus sumichrasti,HYLSUM,,,,1478,Passeriformes,Troglodytidae,
NAWR,Nava's Wren,Hylorchilus navai,HYLNAV,,,,1479,Passeriformes,Troglodytidae,
ZAWR,Zapata Wren,Ferminia cerverai,FERCER,,,,1480,Passeriformes,Troglodytidae,
HOWR,House Wren,Troglodytes aedon,TROAED,,,,1481,Passeriformes,Troglodytidae,
SOHW,Southern House-Wren,Troglodytes a. musculus,TROAMU,,,+,1482,Passeriformes,Troglodytidae,
SOCW,Socorro Wren,Troglodytes sissonii,TROSIS,,*,,1483,Passeriformes,Troglodytidae,
CLWR,Clarion Wren,Troglodytes tanneri,TROTAN,,,,1484,Passeriformes,Troglodytidae,
RBWW,Rufous-browed Wren,Troglodytes rufociliatus,TRORUC,*,*,,1485,Passeriformes,Troglodytidae,
OCWR,Ochraceous Wren,Troglodytes ochraceus,TROOCH,,,,1486,Passeriformes,Troglodytidae,
PAWR,Pacific Wren,Troglodytes pacificus,TROPAC,,,,1487,Passeriformes,Troglodytidae,
WIWR,Winter Wren,Troglodytes hiemalis,TROHIE,,,,1488,Passeriformes,Troglodytidae,
TIWR,Timberline Wren,Thryorchilus browni,THRBRO,,,,1489,Passeriformes,Troglodytidae,
SEWR,Sedge Wren,Cistothorus platensis,CISPLA,,,,1490,Passeriformes,Troglodytidae,
MAWR,Marsh Wren,Cistothorus palustris,CISPAL,,,,1491,Passeriformes,Troglodytidae,
CARW,Carolina Wren,Thryothorus ludovicianus,THRLUD,,*,,1492,Passeriformes,Troglodytidae,
BEWR,Bewick's Wren,Thryomanes bewickii,THRBEW,,,,1493,Passeriformes,Troglodytidae,
WHWR,White-headed Wren,Campylorhynchus albobrunneus,CAMALB,,,,1494,Passeriformes,Troglodytidae,
BABW,Band-backed Wren,Campylorhynchus zonatus,CAMZON,,*,,1495,Passeriformes,Troglodytidae,
GBWR,Gray-barred Wren,Campylorhynchus megalopterus,CAMMEG,,,,1496,Passeriformes,Troglodytidae,
GIWR,Giant Wren,Campylorhynchus chiapensis,CAMCHI,,,,1497,Passeriformes,Troglodytidae,
RNAW,Rufous-naped Wren,Campylorhynchus rufinucha,CAMRUN,*,*,,1498,Passeriformes,Troglodytidae,
SPWR,Spotted Wren,Campylorhynchus gularis,CAMGUL,,,,1499,Passeriformes,Troglodytidae,
BOWR,Boucard's Wren,Campylorhynchus jocosus,CAMJOC,,,,1500,Passeriformes,Troglodytidae,
YUWR,Yucatan Wren,Campylorhynchus yucatanicus,CAMYUC,,,,1501,Passeriformes,Troglodytidae,
CACW,Cactus Wren,Campylorhynchus brunneicapillus,CAMBRU,,*,,1502,Passeriformes,Troglodytidae,
SHWR,Sooty-headed Wren,Pheugopedius spadix,PHESPA,,,,1503,Passeriformes,Troglodytidae,
BTWR,Black-throated Wren,Pheugopedius atrogularis,PHEATR,,,,1504,Passeriformes,Troglodytidae,
RBSW,Rufous-breasted Wren,Pheugopedius rutilus,PHERUT,,*,,1505,Passeriformes,Troglodytidae,
SBSW,Spot-breasted Wren,Pheugopedius maculipectus,PHEMAC,,*,,1506,Passeriformes,Troglodytidae,
HAWR,Happy Wren,Pheugopedius felix,PHEFEL,,,,1507,Passeriformes,Troglodytidae,
BBEW,Black-bellied Wren,Pheugopedius fasciatoventris,PHEFAS,,*,,1508,Passeriformes,Troglodytidae,
RAWW,Rufous-and-white Wren,Thryophilus rufalbus,THRRUL,*,,,1509,Passeriformes,Troglodytidae,
SIWR,Sinaloa Wren,Thryophilus sinaloa,THRSIN,,,,1510,Passeriformes,Troglodytidae,
BANW,Banded Wren,Thryophilus pleurostictus,THRPLE,,*,,1511,Passeriformes,Troglodytidae,
STWR,Stripe-throated Wren,Cantorchilus leucopogon,CANLEP,*,,,1512,Passeriformes,Troglodytidae,
SIBW,Stripe-breasted Wren,Cantorchilus thoracicus,CANTHO,,*,,1513,Passeriformes,Troglodytidae,
PLWR,Plain Wren,Cantorchilus modestus,CANMOD,,,,1514,Passeriformes,Troglodytidae,
BAYW,Bay Wren,Cantorchilus nigricapillus,CANNIG,,*,,1515,Passeriformes,Troglodytidae,
RIWR,Riverside Wren,Cantorchilus semibadius,CANSEM,,,,1516,Passeriformes,Troglodytidae,
BBRW,Buff-breasted Wren,Cantorchilus leucotis,CANLET,*,*,,1517,Passeriformes,Troglodytidae,
WBWR,White-bellied Wren,Uropsila leucogastra,UROLEU,,,,1518,Passeriformes,Troglodytidae,
WBWW,White-breasted Wood-Wren,Henicorhina leucosticta,HENLES,*,,,1519,Passeriformes,Troglodytidae,
GBWW,Gray-breasted Wood-Wren,Henicorhina leucophrys,HENLEP,*,,,1520,Passeriformes,Troglodytidae,
SONW,Song Wren,Cyphorhinus phaeocephalus,CYPPHA,,*,,1521,Passeriformes,Troglodytidae,
UNWR,Unidentified Wren,"Troglodytidae (gen, sp)",TRGGSP,*,,+,1522,Passeriformes,Troglodytidae,
TFGN,Tawny-faced Gnatwren,Microbates cinereiventris,MICCIN,,,,1523,Passeriformes,Polioptilidae,
LBGN,Long-billed Gnatwren,Ramphocaenus melanurus,RAMMEL,,,,1524,Passeriformes,Polioptilidae,
BGGN,Blue-gray Gnatcatcher,Polioptila caerulea,POLCAE,,,,1525,Passeriformes,Polioptilidae,
CUGN,Cuban Gnatcatcher,Polioptila lembeyei,POLLEM,,,,1526,Passeriformes,Polioptilidae,
CAGN,California Gnatcatcher,Polioptila californica,POLCAL,,,,1527,Passeriformes,Polioptilidae,
BTGN,Black-tailed Gnatcatcher,Polioptila melanura,POLMEL,,,,1528,Passeriformes,Polioptilidae,
BCGN,Black-capped Gnatcatcher,Polioptila nigriceps,POLNIG,,,,1529,Passeriformes,Polioptilidae,
WLGN,White-lored Gnatcatcher,Polioptila albiloris,POLALB,,,,1530,Passeriformes,Polioptilidae,
TRGN,Tropical Gnatcatcher,Polioptila plumbea,POLPLU,,,,1531,Passeriformes,Polioptilidae,
STGN,Slate-throated Gnatcatcher,Polioptila schistaceigula,POLSCH,,,,1532,Passeriformes,Polioptilidae,
AMDI,American Dipper,Cinclus mexicanus,CINMEX,,,,1533,Passeriformes,Cinclidae,
RVBU,Red-vented Bulbul,Pycnonotus cafer,PYCCAF,,,,1534,Passeriformes,Pycnonotidae,
RWBU,Red-whiskered Bulbul,Pycnonotus jocosus,PYCJOC,,,,1535,Passeriformes,Pycnonotidae,
GCKI,Golden-crowned Kinglet,Regulus satrapa,REGSAT,,,,1536,Passeriformes,Regulidae,
RCKI,Ruby-crowned Kinglet,Regulus calendula,REGCAL,,,,1537,Passeriformes,Regulidae,
JABW,Japanese Bush-Warbler,Cettia diphone,CETDIP,,,,1538,Passeriformes,Cettiidae,
WILW,Willow Warbler,Phylloscopus trochilus,PHYTRO,,*,,1539,Passeriformes,Phylloscopidae,
WOWA,Wood Warbler,Phylloscopus sibilatrix,PHYSIB,,,,1540,Passeriformes,Phylloscopidae,
DUWA,Dusky Warbler,Phylloscopus fuscatus,PHYFUS,,,,1541,Passeriformes,Phylloscopidae,
PALW,Pallas's Leaf-Warbler,Phylloscopus proregulus,PHYPRO,,,,1542,Passeriformes,Phylloscopidae,
YBWA,Yellow-browed Warbler,Phylloscopus inornatus,PHYINO,,,,1543,Passeriformes,Phylloscopidae,
ARWA,Arctic Warbler,Phylloscopus borealis,PHYBOR,,,,1544,Passeriformes,Phylloscopidae,
LEWH,Lesser Whitethroat,Sylvia curruca,SYLCUR,,,,1545,Passeriformes,Sylviidae,
WREN,Wrentit,Chamaea fasciata,CHAFAS,,,,1546,Passeriformes,Sylviidae,
JAWE,Japanese White-eye,Zosterops japonicus,ZOSJAP,,,,1547,Passeriformes,Zosteropidae,
GNLA,Greater Necklaced Laughingthrush,Garrulax pectoralis,GARPEC,,,,1548,Passeriformes,Timaliidae,
HWAM,Hwamei,Garrulax canorus,GARCAN,,,,1549,Passeriformes,Timaliidae,
RBLE,Red-billed Leiothrix,Leiothrix lutea,LEILUT,,,,1550,Passeriformes,Timaliidae,
MILL,Millerbird,Acrocephalus familiaris,ACRFAM,,,,1551,Passeriformes,Acrocephalidae,
SEWA,Sedge Warbler,Acrocephalus schoenobaenus,ACRSCH,,,,1552,Passeriformes,Acrocephalidae,
BCDO,Black-capped Donacobius,Donacobius atricapilla,DONATR,,,,1553,Passeriformes,Donacobiidae,
MIGW,Middendorff's Grasshopper-Warbler,Locustella ochotensis,LOCOCH,,,,1554,Passeriformes,Megaluridae,
LANW,Lanceolated Warbler,Locustella lanceolata,LOCLAN,,*,,1555,Passeriformes,Megaluridae,
GSFL,Gray-streaked Flycatcher,Muscicapa griseisticta,MUSGRI,,,,1556,Passeriformes,Muscicapidae,
ABFL,Asian Brown Flycatcher,Muscicapa dauurica,MUSDAU,,,,1557,Passeriformes,Muscicapidae,
SPFL,Spotted Flycatcher,Muscicapa striata,MUSSTR,,,,1558,Passeriformes,Muscicapidae,
DSFL,Dark-sided Flycatcher,Muscicapa sibirica,MUSSIB,,,,1559,Passeriformes,Muscicapidae,
WRSH,White-rumped Shama,Copsychus malabaricus,COPMAL,,,,1560,Passeriformes,Muscicapidae,
RTRO,Rufous-tailed Robin,Luscinia sibilans,LUSSIB,,,,1561,Passeriformes,Muscicapidae,
SIRU,Siberian Rubythroat,Luscinia calliope,LUSCAL,,,,1562,Passeriformes,Muscicapidae,
BLUE,Bluethroat,Luscinia svecica,LUSSVE,,,,1563,Passeriformes,Muscicapidae,
SBRO,Siberian Blue Robin,Luscinia cyane,LUSCYA,,,,1564,Passeriformes,Muscicapidae,
RFBL,Red-flanked Bluetail,Tarsiger cyanurus,TARCYA,,,,1565,Passeriformes,Muscicapidae,
NAFL,Narcissus Flycatcher,Ficedula narcissina,FICNAR,,,,1566,Passeriformes,Muscicapidae,
MUFL,Mugimaki Flycatcher,Ficedula mugimaki,FICMUG,,,,1567,Passeriformes,Muscicapidae,
TAFL,Taiga Flycatcher,Ficedula albicilla,FICALB,,,,1568,Passeriformes,Muscicapidae,
NOWH,Northern Wheatear,Oenanthe oenanthe,OENOEN,,,,1569,Passeriformes,Muscicapidae,
STON,Stonechat,Saxicola torquatus,SAXTOR,,,,1570,Passeriformes,Muscicapidae,
EABL,Eastern Bluebird,Sialia sialis,SIASIA,,,,1571,Passeriformes,Turdidae,
WEBL,Western Bluebird,Sialia mexicana,SIAMEX,,,,1572,Passeriformes,Turdidae,
WMBH,Western X Mountain Bluebird Hybrid,Sialia mex. x currucoid.,SIAMEC,,,+,1573,Passeriformes,Turdidae,
MOBL,Mountain Bluebird,Sialia currucoides,SIACUR,,,,1574,Passeriformes,Turdidae,
TOSO,Townsend's Solitaire,Myadestes townsendi,MYATOW,,,,1575,Passeriformes,Turdidae,
BBSO,Brown-backed Solitaire,Myadestes occidentalis,MYAOCC,,,,1576,Passeriformes,Turdidae,
CUSO,Cuban Solitaire,Myadestes elisabeth,MYAELI,,,,1577,Passeriformes,Turdidae,
RTSO,Rufous-throated Solitaire,Myadestes genibarbis,MYAGEN,,,,1578,Passeriformes,Turdidae,
BFSO,Black-faced Solitaire,Myadestes melanops,MYAMEL,,,,1579,Passeriformes,Turdidae,
VASO,Varied Solitaire,Myadestes coloratus,MYACOL,,,,1580,Passeriformes,Turdidae,
SCSO,Slate-colored Solitaire,Myadestes unicolor,MYAUNI,,,,1581,Passeriformes,Turdidae,
KAMA,Kamao,Myadestes myadestinus,MYAMYA,,,,1582,Passeriformes,Turdidae,
AMAU,Amaui,Myadestes woahensis,MYAWOA,,,,1583,Passeriformes,Turdidae,
OLOM,Olomao,Myadestes lanaiensis,MYALAN,,,,1584,Passeriformes,Turdidae,
OMAO,Omao,Myadestes obscurus,MYAOBS,,,,1585,Passeriformes,Turdidae,
PUAI,Puaiohi,Myadestes palmeri,MYAPAL,,,,1586,Passeriformes,Turdidae,
BBNT,Black-billed Nightingale-Thrush,Catharus gracilirostris,CATGRA,,,,1587,Passeriformes,Turdidae,
OBNT,Orange-billed Nightingale-Thrush,Catharus aurantiirostris,CATAUN,*,,,1588,Passeriformes,Turdidae,
SBNT,Slaty-backed Nightingale-Thrush,Catharus fuscater,CATFUT,*,,,1589,Passeriformes,Turdidae,
RUNT,Russet Nightingale-Thrush,Catharus occidentalis,CATOCC,,,,1590,Passeriformes,Turdidae,
RCNT,Ruddy-capped Nightingale-Thrush,Catharus frantzii,CATFRA,,,,1591,Passeriformes,Turdidae,
BHNT,Black-headed Nightingale-Thrush,Catharus mexicanus,CASMEX,*,,,1592,Passeriformes,Turdidae,
SPNT,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,,,,1593,Passeriformes,Turdidae,
VEER,Veery,Catharus fuscescens,CATFUN,*,,,1594,Passeriformes,Turdidae,
GCTH,Gray-cheeked Thrush,Catharus minimus,CATMIN,,,,1595,Passeriformes,Turdidae,
GCBT,Gray-cheeked/Bicknell's Thrush,Catharus minimus x bickn.,CATMIB,,,+,1596,Passeriformes,Turdidae,
BITH,Bicknell's Thrush,Catharus bicknelli,CATBIC,,,,1597,Passeriformes,Turdidae,
SWTH,Swainson's Thrush,Catharus ustulatus,CATUST,,,,1598,Passeriformes,Turdidae,
